file,control,imaging_day,object_id,v_outer_mesh,v_inner_mesh,area_outer_mesh,area_inner_mesh,mean_height_mesh,median_height_mesh,min_height_mesh,max_height_mesh,a_outer_ellipsoid,b_outer_ellipsoid,c_outer_ellipsoid,a_inner_ellipsoid,b_inner_ellipsoid,c_inner_ellipsoid,iou_outer_mesh,iou_inner_mesh,v_outer_ellipsoid,v_inner_ellipsoid,lumen_radius_cubic,most_similar_lumen_axis_value
fake_d3_000.tif,-1,3,0,206818.2400895743,2023.5286440260593,25041.875255497052,1135.447913762648,21.00084764705674,21.646100496859326,18.23008075651906,23.77161453759442,25.876437427521303,47.709914696341315,46.34513164869896,6.875145507494236,8.694255353907797,9.534895114702877,0.6334163516550921,0.359113304207086,239665.6832144938,2387.3649581701347,7.846456698184948,0.09232849826233189
fake_d3_001.tif,-1,3,1,404034.2192287523,8800.111905765933,26904.817763538475,2755.359658175267,21.504622256139253,21.586051434228896,18.158177011874617,24.85106750040389,26.874465120920238,47.3311432869672,73.50300175370782,9.563562198948663,13.60499649834198,24.607496231465863,0.779982936734039,0.658821718361366,391634.1087817657,13411.401295753334,12.807563816323665,0.35430433203348216
fake_d3_002.tif,-1,3,2,222916.67415170366,2289.5916699992817,17839.871007019396,777.7358037932643,19.96388680441916,20.577278943164238,17.193119913881482,22.73465369495684,22.217182738965157,46.50545492174108,58.22200429822975,6.287732083803044,13.292431535286351,9.027113249433478,0.6726566969112906,0.4014810198646561,251981.4934018284,3160.3556654634135,8.176293556155724,0.3636059704826612
fake_d3_003.tif,-1,3,3,222231.61035574676,2526.4674631087864,17980.158732900672,868.7164501300764,28.34436037634663,29.215243286219668,25.57359348580895,31.115127266884308,26.01103457554607,46.400674398753296,58.14052842865031,6.856980610193319,10.3908395291113,9.315971677417116,0.5934024257236904,0.376257984140645,293933.78227965266,2780.3554943174227,8.449059465929148,0.1092485483745013
fake_d3_004.tif,-1,3,4,244571.30309989437,3210.763917753368,16200.269265225581,828.7403073059642,13.72536790417294,14.147081013262502,10.95460101363526,16.49613479471062,27.33125471117571,46.977128982515225,55.834615503713515,5.90695498035784,12.58147126045724,9.962954900840947,0.6245423614679012,0.5388775125248653,300288.13998814154,3101.500564293136,9.151801422687372,0.23388129745667366
fake_d3_005.tif,-1,3,5,178976.97476423063,5528.592516225975,19454.084156025474,1865.4448295922948,20.54102482125899,20.695748915762003,17.639150561543275,23.442899080974705,22.850195923700596,43.49305804681302,51.417149099409734,21.27334418994612,8.050805590739776,11.644717477666264,0.693773440039131,0.5188308762244351,214045.68382881433,8353.965392437074,10.969209322221124,0.3711788973674803
fake_d3_006.tif,-1,3,6,229067.294124629,2307.883277727857,19021.73894402801,800.0593298768729,15.80635757063077,16.292009266164953,13.03559068009309,18.57712446116845,22.13778544579916,44.668477065977434,52.054540205570284,6.224543784973816,9.793534342637138,8.587386661757535,0.7147614013374975,0.43384058382106605,215616.7739765436,2192.7877901270526,8.19800937002781,0.13152255945781208
fake_d3_007.tif,-1,3,7,177637.10627659073,6423.8497438809945,17432.58160277456,1207.9418706881713,17.811150402329158,17.94531187392259,14.909276142613443,20.713024662044873,25.5582155312681,39.091277298092756,48.993586248536936,17.936885635616775,9.31497207782362,11.070309617310121,0.7751852250019476,0.5215553184623561,205039.82801141104,7747.774523312598,11.531936835244338,0.17285819679233042
fake_d3_008.tif,-1,3,8,155521.4868849425,7523.6465586344675,22606.995033829626,2064.495280488289,19.033991526290745,19.177363978702925,16.13211726657503,21.93586578600646,23.822035994907846,40.81687425436435,55.194378615599305,17.53301676439085,8.413245422673562,11.632788110866704,0.8085530316842633,0.4808685846196375,224802.98710564288,7187.744530152547,12.155698659161114,0.32543967690678993
fake_d3_009.tif,-1,3,9,219302.31749950506,6818.494074591995,16728.681196822963,1796.476974378836,15.248427359764415,15.363285266629546,12.3465531000487,18.15030161948013,22.06951426244835,43.97754255969431,59.32452300850152,16.634692101113366,9.007173956776686,11.734783394954619,0.7504438014377711,0.5215727944134093,241182.94650144555,7364.902538307833,11.763411406521419,0.2653080151354789
