file,control,imaging_day,object_id,v_outer_mesh,v_inner_mesh,area_outer_mesh,area_inner_mesh,mean_height_mesh,median_height_mesh,min_height_mesh,max_height_mesh,a_outer_ellipsoid,b_outer_ellipsoid,c_outer_ellipsoid,a_inner_ellipsoid,b_inner_ellipsoid,c_inner_ellipsoid,iou_outer_mesh,iou_inner_mesh,v_outer_ellipsoid,v_inner_ellipsoid,lumen_radius_cubic,most_similar_lumen_axis_value
fake_d4_000.tif,-1,4,0,361660.01766747143,39954.321248266344,31873.405840229825,6777.167032132463,19.638316916497114,19.712679162275126,16.644129066365597,22.63250476662863,29.36041493861292,51.82448761488308,73.58536714074393,17.661780794192484,22.843357434144988,32.33121702301134,0.8728608917755708,0.7785407751319273,469004.7879007958,54639.2950745302,21.207609398174817,0.2579673327593715
fake_d4_001.tif,-1,4,1,230577.20601560004,34226.37089212871,23795.95376781681,3759.0155618840176,21.22684477009956,21.386734764137763,18.630430958774973,23.82325858142415,25.728706057328054,44.6727069968897,59.92824405681662,29.06285892990791,15.14420358135084,16.856527432800913,0.9469894146508862,0.6834800193828752,288522.9587888193,31077.172182486207,20.141450699300204,0.10717133255652381
fake_d4_002.tif,-1,4,2,222224.43461863877,8748.185153906772,22882.709522618912,2262.3357784842824,14.275800643797067,14.71442584614287,11.796693425947565,16.754907861646572,28.000730688591677,57.73814690483589,51.19698811176487,9.270119821606336,18.403093426165903,16.65889125229785,0.7549774188969749,0.5693773706342341,346709.0894807331,11904.492371228276,12.782322940761999,0.09961583081407858
fake_d4_003.tif,-1,4,3,196435.77808753852,21275.16550591708,19033.88229384114,4815.802268907525,13.899276144331127,14.003971646838542,11.30286233300654,16.495689955655713,23.836185353943062,47.37772766670817,62.754878528359754,25.455391353371702,13.430895089990285,18.249815114672685,0.8736279019191091,0.6405897419200548,296856.85611504083,26135.560205765054,17.18942882181647,0.30779956790981783
fake_d4_004.tif,-1,4,4,196221.96691030706,28044.33087601046,23168.54368917189,4479.247260340191,17.09489529538864,17.22366161635941,14.498481484064053,19.691309106713227,27.803790975856444,42.05865228351067,64.56778986375694,25.700096656547064,13.931138675446853,19.445050838794803,0.9021020458885395,0.6200595674759475,316274.2956646331,29162.118091618027,18.84743081161323,0.27980700016606647
fake_d4_005.tif,-1,4,5,148189.18754850572,23698.276176968175,22281.430569684893,4425.798901970436,17.579314648948042,17.711729830990325,14.982900837623456,20.17572846027263,28.856088351194387,50.169096089039854,57.49567596010241,32.97669159645552,13.242040969443227,17.26266771891912,0.8392716694497494,0.6900286257583823,348656.3094711712,31576.10301658137,17.81870135482636,0.26592694144873824
fake_d4_006.tif,-1,4,6,607805.0757237823,31709.9122764002,38069.94794599751,6968.760105296745,20.194707451396404,20.271176519764186,17.200519601264887,23.18889530152792,33.47624829093075,53.925693714970784,76.67125208154532,16.964258686761536,23.994563524082526,40.478641410766066,0.95,0.8522799399744543,579767.2589325518,69017.98530754687,19.635206683706595,0.348457877000763
fake_d4_007.tif,-1,4,7,418296.6539223451,36858.52078688839,35898.99314360141,6405.177368192045,21.623364213144185,21.705243018288353,18.629176363012668,24.617552063275703,32.71870609610695,52.70638599622693,67.2390593022266,17.15627373262842,22.02978922197121,35.85627255593697,0.8792472066205964,0.6911962029614749,485701.6703622138,56765.83866158608,20.64507338295525,0.25068346922991236
fake_d4_008.tif,-1,4,8,298413.7244672277,11874.6959865862,23610.242172210546,2210.6237852377753,15.700248490642878,16.182639975570194,13.221141272793375,18.17935570849238,24.651966822967225,50.97417234169655,63.089517627418445,10.006148955380075,19.266068042629335,14.904740781258623,0.7310080470126848,0.3162852247535942,332083.71108185436,12035.748110485229,14.152873670363366,0.2573711822781818
fake_d4_009.tif,-1,4,9,247910.26823704402,28831.700051635955,28240.59928843045,4395.172827792513,15.884962428931212,16.004614999794526,13.288548617606626,18.4813762402558,25.12812947057404,51.27431700611077,58.89887340523057,24.678136125877142,13.908108553575858,19.76702888913028,0.8132537383385516,0.6932986213145735,317874.46505770396,28419.10741308674,19.02219140386299,0.22235788835357964
